course_id,local,modality,date,total_sales
PYT,Centro 2,Online,2024-03-18,3
PYT,Centro 2,Hybrid,2024-03-18,3
TUR,Centro 4,Hybrid,2024-03-18,3
CYB,Centro 1,Hybrid,2024-03-18,2
CYB,Centro 2,In-person,2024-03-18,2
GER,Centro 3,Hybrid,2024-03-18,2
HOT,Centro 4,Hybrid,2024-03-18,2
INF,Centro 1,In-person,2024-03-18,2
ING,Centro 5,Online,2024-03-18,2
LOG,Centro 1,In-person,2024-03-18,2
PRI,Centro 2,Hybrid,2024-03-18,2
PRI,Centro 5,In-person,2024-03-18,2
SCI,Centro 1,In-person,2024-03-18,2
CYB,Centro 4,Hybrid,2024-03-18,1
EXC,Centro 1,Hybrid,2024-03-18,1
FOR,Centro 3,Hybrid,2024-03-18,1
GES,Centro 1,Hybrid,2024-03-18,1
GES,Centro 4,Online,2024-03-18,1
HAC,Centro 2,Online,2024-03-18,1
HAC,Centro 5,In-person,2024-03-18,1
ING,Centro 3,In-person,2024-03-18,1
LOG,Centro 2,Hybrid,2024-03-18,1
MNT,Centro 5,In-person,2024-03-18,1
PBI,Centro 5,In-person,2024-03-18,1
PRO,Centro 2,Online,2024-03-18,1
PRO,Centro 5,In-person,2024-03-18,1
PYT,Centro 4,In-person,2024-03-18,1
PYT,Centro 5,Hybrid,2024-03-18,1
SCI,Centro 1,Hybrid,2024-03-18,1
SCI,Centro 2,In-person,2024-03-18,1
SST,Centro 3,In-person,2024-03-18,1
VND,Centro 4,Online,2024-03-18,1
PYT,Centro 2,Online,2024-03-25,38
SEG,Centro 1,Hybrid,2024-03-25,34
CYB,Centro 4,In-person,2024-03-25,29
HAC,Centro 5,Online,2024-03-25,27
LOG,Centro 3,Hybrid,2024-03-25,27
CYB,Centro 1,Online,2024-03-25,25
LOG,Centro 5,In-person,2024-03-25,25
PRI,Centro 2,In-person,2024-03-25,25
PRO,Centro 4,Hybrid,2024-03-25,25
VND,Centro 2,Online,2024-03-25,25
SOC,Centro 5,Hybrid,2024-03-25,24
PBI,Centro 5,Online,2024-03-25,23
PYT,Centro 2,Hybrid,2024-03-25,23
SOC,Centro 3,In-person,2024-03-25,22
CYB,Centro 4,Online,2024-03-25,21
CYB,Centro 3,Online,2024-03-25,20
FOR,Centro 5,Online,2024-03-25,20
LID,Centro 3,Online,2024-03-25,20
SCI,Centro 4,Hybrid,2024-03-25,20
SEG,Centro 3,In-person,2024-03-25,20
PYT,Centro 5,In-person,2024-03-25,19
GER,Centro 4,In-person,2024-03-25,18
HCP,Centro 4,Hybrid,2024-03-25,18
PBI,Centro 5,In-person,2024-03-25,18
PYT,Centro 1,Online,2024-03-25,18
HAC,Centro 5,In-person,2024-03-25,17
FOR,Centro 2,In-person,2024-03-25,16
MNT,Centro 1,In-person,2024-03-25,16
EXC,Centro 4,Hybrid,2024-03-25,15
SEG,Centro 5,In-person,2024-03-25,15
SST,Centro 5,In-person,2024-03-25,15
EXC,Centro 1,Hybrid,2024-03-25,14
INF,Centro 3,Hybrid,2024-03-25,14
PBI,Centro 1,Online,2024-03-25,14
PBI,Centro 4,Hybrid,2024-03-25,14
CYB,Centro 1,Hybrid,2024-03-25,13
HCP,Centro 5,In-person,2024-03-25,13
ING,Centro 3,Hybrid,2024-03-25,13
MNT,Centro 4,In-person,2024-03-25,13
PRO,Centro 4,Online,2024-03-25,13
VND,Centro 2,In-person,2024-03-25,13
EMP,Centro 5,In-person,2024-03-25,12
ING,Centro 2,Hybrid,2024-03-25,12
GES,Centro 3,Hybrid,2024-03-25,11
INF,Centro 4,In-person,2024-03-25,11
LOG,Centro 1,In-person,2024-03-25,11
GES,Centro 2,Hybrid,2024-03-25,10
PRO,Centro 5,Hybrid,2024-03-25,10
VND,Centro 4,Hybrid,2024-03-25,10
CYB,Centro 4,Hybrid,2024-03-25,9
EXC,Centro 2,In-person,2024-03-25,9
EXC,Centro 5,Hybrid,2024-03-25,9
HOT,Centro 2,Hybrid,2024-03-25,9
SST,Centro 4,Hybrid,2024-03-25,9
MNT,Centro 2,In-person,2024-03-25,8
PBI,Centro 2,Online,2024-03-25,8
PBI,Centro 2,In-person,2024-03-25,8
PYT,Centro 5,Online,2024-03-25,8
SCI,Centro 3,In-person,2024-03-25,8
SOC,Centro 1,In-person,2024-03-25,8
TUR,Centro 4,In-person,2024-03-25,8
CYB,Centro 3,In-person,2024-03-25,7
EXC,Centro 5,In-person,2024-03-25,7
HCP,Centro 5,Hybrid,2024-03-25,7
ING,Centro 1,In-person,2024-03-25,7
ING,Centro 2,Online,2024-03-25,7
LID,Centro 1,Hybrid,2024-03-25,7
LOG,Centro 2,Hybrid,2024-03-25,7
EXC,Centro 4,Online,2024-03-25,6
FOR,Centro 1,Hybrid,2024-03-25,6
GER,Centro 2,In-person,2024-03-25,6
PBI,Centro 4,In-person,2024-03-25,6
VND,Centro 2,Hybrid,2024-03-25,6
CYB,Centro 2,In-person,2024-03-25,5
CYB,Centro 5,In-person,2024-03-25,5
LOG,Centro 1,Hybrid,2024-03-25,5
PRI,Centro 1,In-person,2024-03-25,5
FOR,Centro 5,In-person,2024-03-25,4
HCP,Centro 4,In-person,2024-03-25,4
HOT,Centro 1,In-person,2024-03-25,4
INF,Centro 2,In-person,2024-03-25,4
LID,Centro 2,Hybrid,2024-03-25,4
MNT,Centro 3,In-person,2024-03-25,4
PYT,Centro 2,In-person,2024-03-25,4
PYT,Centro 4,Online,2024-03-25,4
SEG,Centro 1,In-person,2024-03-25,4
SEG,Centro 4,Online,2024-03-25,4
SST,Centro 4,In-person,2024-03-25,4
VND,Centro 4,Online,2024-03-25,4
EMP,Centro 3,In-person,2024-03-25,3
EXC,Centro 2,Online,2024-03-25,3
HCP,Centro 3,In-person,2024-03-25,3
PRI,Centro 4,In-person,2024-03-25,3
PYT,Centro 5,Hybrid,2024-03-25,3
SEG,Centro 5,Online,2024-03-25,3
EMP,Centro 1,In-person,2024-03-25,2
FOR,Centro 3,Hybrid,2024-03-25,2
FOR,Centro 4,Online,2024-03-25,2
GES,Centro 1,Online,2024-03-25,2
GES,Centro 4,In-person,2024-03-25,2
HAC,Centro 1,In-person,2024-03-25,2
HAC,Centro 2,Online,2024-03-25,2
ING,Centro 5,Online,2024-03-25,2
PRI,Centro 1,Hybrid,2024-03-25,2
PYT,Centro 3,In-person,2024-03-25,2
SCI,Centro 4,In-person,2024-03-25,2
SOC,Centro 5,In-person,2024-03-25,2
SST,Centro 1,Hybrid,2024-03-25,2
VND,Centro 3,Hybrid,2024-03-25,2
CYB,Centro 2,Online,2024-03-25,1
EMP,Centro 4,In-person,2024-03-25,1
GER,Centro 1,Hybrid,2024-03-25,1
GER,Centro 3,Hybrid,2024-03-25,1
HCP,Centro 1,In-person,2024-03-25,1
HOT,Centro 4,Hybrid,2024-03-25,1
LOG,Centro 2,In-person,2024-03-25,1
LOG,Centro 4,Hybrid,2024-03-25,1
MNT,Centro 5,In-person,2024-03-25,1
PRI,Centro 5,In-person,2024-03-25,1
PRO,Centro 2,Online,2024-03-25,1
PRO,Centro 4,In-person,2024-03-25,1
SEG,Centro 4,In-person,2024-03-25,1
SST,Centro 1,Online,2024-03-25,1
SST,Centro 2,Online,2024-03-25,1
SST,Centro 2,In-person,2024-03-25,1
TUR,Centro 2,In-person,2024-03-25,1
TUR,Centro 5,Hybrid,2024-03-25,1
VND,Centro 1,In-person,2024-03-25,1
HAC,Centro 3,Hybrid,2024-04-01,44
MNT,Centro 5,In-person,2024-04-01,39
PYT,Centro 2,Hybrid,2024-04-01,28
CYB,Centro 3,Online,2024-04-01,27
CYB,Centro 5,Online,2024-04-01,25
MNT,Centro 1,In-person,2024-04-01,25
GER,Centro 2,Hybrid,2024-04-01,24
PRI,Centro 2,Hybrid,2024-04-01,23
PRO,Centro 4,Hybrid,2024-04-01,23
FOR,Centro 4,Online,2024-04-01,22
PRI,Centro 4,In-person,2024-04-01,22
PYT,Centro 2,Online,2024-04-01,22
SST,Centro 1,Online,2024-04-01,22
HOT,Centro 4,Hybrid,2024-04-01,21
LOG,Centro 1,Hybrid,2024-04-01,21
SCI,Centro 5,Hybrid,2024-04-01,21
LID,Centro 2,Hybrid,2024-04-01,20
SST,Centro 4,In-person,2024-04-01,20
INF,Centro 4,In-person,2024-04-01,19
LOG,Centro 2,Hybrid,2024-04-01,18
CYB,Centro 1,Hybrid,2024-04-01,17
PRI,Centro 5,In-person,2024-04-01,17
VND,Centro 2,Hybrid,2024-04-01,17
CYB,Centro 4,Hybrid,2024-04-01,16
LID,Centro 3,Online,2024-04-01,16
SCI,Centro 2,Hybrid,2024-04-01,16
EMP,Centro 4,In-person,2024-04-01,15
HAC,Centro 1,In-person,2024-04-01,15
ING,Centro 5,Online,2024-04-01,15
TUR,Centro 4,Hybrid,2024-04-01,15
FOR,Centro 1,Hybrid,2024-04-01,14
GER,Centro 2,In-person,2024-04-01,14
PYT,Centro 4,Online,2024-04-01,14
SCI,Centro 1,Hybrid,2024-04-01,14
FOR,Centro 4,In-person,2024-04-01,13
INF,Centro 2,Hybrid,2024-04-01,13
INF,Centro 3,Hybrid,2024-04-01,13
GER,Centro 1,In-person,2024-04-01,12
PRO,Centro 5,In-person,2024-04-01,12
TUR,Centro 4,In-person,2024-04-01,12
EMP,Centro 1,In-person,2024-04-01,11
HOT,Centro 1,In-person,2024-04-01,11
ING,Centro 3,Hybrid,2024-04-01,11
SOC,Centro 3,Hybrid,2024-04-01,11
CYB,Centro 2,Hybrid,2024-04-01,10
EXC,Centro 3,Online,2024-04-01,10
HAC,Centro 3,In-person,2024-04-01,10
ING,Centro 1,In-person,2024-04-01,10
PBI,Centro 2,Hybrid,2024-04-01,10
PBI,Centro 4,In-person,2024-04-01,10
EXC,Centro 4,Online,2024-04-01,9
GER,Centro 3,In-person,2024-04-01,9
ING,Centro 4,Online,2024-04-01,9
PYT,Centro 2,In-person,2024-04-01,9
SEG,Centro 2,In-person,2024-04-01,9
SEG,Centro 3,In-person,2024-04-01,9
EMP,Centro 3,In-person,2024-04-01,8
HAC,Centro 2,In-person,2024-04-01,8
HOT,Centro 2,Hybrid,2024-04-01,8
ING,Centro 3,Online,2024-04-01,8
SEG,Centro 4,Online,2024-04-01,8
TUR,Centro 5,In-person,2024-04-01,8
GES,Centro 2,Hybrid,2024-04-01,7
SST,Centro 1,In-person,2024-04-01,7
FOR,Centro 5,Online,2024-04-01,6
HAC,Centro 5,Hybrid,2024-04-01,6
ING,Centro 3,In-person,2024-04-01,6
PRO,Centro 4,In-person,2024-04-01,6
SEG,Centro 4,In-person,2024-04-01,6
SOC,Centro 5,Hybrid,2024-04-01,6
GER,Centro 4,In-person,2024-04-01,5
HCP,Centro 4,Hybrid,2024-04-01,5
INF,Centro 5,In-person,2024-04-01,5
LID,Centro 4,In-person,2024-04-01,5
LOG,Centro 5,In-person,2024-04-01,5
PBI,Centro 4,Hybrid,2024-04-01,5
PYT,Centro 5,Hybrid,2024-04-01,5
TUR,Centro 5,Hybrid,2024-04-01,5
GER,Centro 1,Hybrid,2024-04-01,4
LOG,Centro 1,In-person,2024-04-01,4
PBI,Centro 4,Online,2024-04-01,4
TUR,Centro 1,In-person,2024-04-01,4
EXC,Centro 5,In-person,2024-04-01,3
FOR,Centro 2,In-person,2024-04-01,3
FOR,Centro 5,In-person,2024-04-01,3
HCP,Centro 5,In-person,2024-04-01,3
MNT,Centro 4,In-person,2024-04-01,3
PRI,Centro 1,Hybrid,2024-04-01,3
PYT,Centro 3,In-person,2024-04-01,3
SEG,Centro 3,Hybrid,2024-04-01,3
EXC,Centro 5,Hybrid,2024-04-01,2
HCP,Centro 3,Hybrid,2024-04-01,2
HOT,Centro 5,Hybrid,2024-04-01,2
ING,Centro 2,Hybrid,2024-04-01,2
PBI,Centro 1,In-person,2024-04-01,2
PBI,Centro 2,In-person,2024-04-01,2
PYT,Centro 3,Hybrid,2024-04-01,2
SCI,Centro 4,Hybrid,2024-04-01,2
SST,Centro 3,In-person,2024-04-01,2
CYB,Centro 2,In-person,2024-04-01,1
CYB,Centro 3,In-person,2024-04-01,1
EMP,Centro 5,In-person,2024-04-01,1
EXC,Centro 1,Hybrid,2024-04-01,1
EXC,Centro 2,In-person,2024-04-01,1
EXC,Centro 3,Hybrid,2024-04-01,1
FOR,Centro 3,In-person,2024-04-01,1
GES,Centro 5,Online,2024-04-01,1
HOT,Centro 1,Hybrid,2024-04-01,1
INF,Centro 5,Hybrid,2024-04-01,1
LID,Centro 1,Hybrid,2024-04-01,1
PBI,Centro 2,Online,2024-04-01,1
PRI,Centro 2,In-person,2024-04-01,1
PRO,Centro 5,Hybrid,2024-04-01,1
SEG,Centro 1,Hybrid,2024-04-01,1
SST,Centro 1,Hybrid,2024-04-01,1
TUR,Centro 3,In-person,2024-04-01,1
VND,Centro 2,In-person,2024-04-01,1
VND,Centro 4,Online,2024-04-01,1
LOG,Centro 1,Hybrid,2024-04-08,52
GER,Centro 1,Hybrid,2024-04-08,36
VND,Centro 4,Online,2024-04-08,35
ING,Centro 5,Online,2024-04-08,33
EXC,Centro 4,Online,2024-04-08,31
LID,Centro 3,Online,2024-04-08,30
GES,Centro 4,Online,2024-04-08,25
PYT,Centro 5,Hybrid,2024-04-08,25
MNT,Centro 1,In-person,2024-04-08,24
SCI,Centro 2,Hybrid,2024-04-08,21
SST,Centro 5,In-person,2024-04-08,21
TUR,Centro 4,Hybrid,2024-04-08,20
CYB,Centro 2,In-person,2024-04-08,19
LID,Centro 2,Hybrid,2024-04-08,19
LID,Centro 4,In-person,2024-04-08,19
PRI,Centro 1,In-person,2024-04-08,19
SEG,Centro 4,Online,2024-04-08,19
ING,Centro 2,Hybrid,2024-04-08,18
PRO,Centro 3,Online,2024-04-08,18
TUR,Centro 3,In-person,2024-04-08,18
CYB,Centro 3,Hybrid,2024-04-08,17
EMP,Centro 4,In-person,2024-04-08,17
PBI,Centro 3,In-person,2024-04-08,17
PBI,Centro 5,Online,2024-04-08,17
SCI,Centro 4,In-person,2024-04-08,17
SOC,Centro 5,Hybrid,2024-04-08,17
FOR,Centro 2,Hybrid,2024-04-08,16
HAC,Centro 2,Online,2024-04-08,16
HAC,Centro 3,Hybrid,2024-04-08,16
PBI,Centro 4,Online,2024-04-08,16
GER,Centro 4,In-person,2024-04-08,15
HAC,Centro 3,In-person,2024-04-08,15
HOT,Centro 4,In-person,2024-04-08,15
PRI,Centro 2,In-person,2024-04-08,15
PYT,Centro 1,In-person,2024-04-08,15
CYB,Centro 4,Hybrid,2024-04-08,14
ING,Centro 2,Online,2024-04-08,14
PBI,Centro 2,Online,2024-04-08,14
GES,Centro 4,In-person,2024-04-08,13
SEG,Centro 1,Hybrid,2024-04-08,13
EXC,Centro 3,Online,2024-04-08,12
GER,Centro 2,In-person,2024-04-08,12
HAC,Centro 4,In-person,2024-04-08,12
HOT,Centro 5,In-person,2024-04-08,12
SEG,Centro 4,Hybrid,2024-04-08,12
FOR,Centro 4,Online,2024-04-08,11
GES,Centro 2,In-person,2024-04-08,11
PBI,Centro 3,Online,2024-04-08,11
VND,Centro 5,In-person,2024-04-08,11
ING,Centro 3,Online,2024-04-08,10
SCI,Centro 4,Hybrid,2024-04-08,10
SOC,Centro 3,In-person,2024-04-08,10
EXC,Centro 1,Hybrid,2024-04-08,9
HAC,Centro 5,In-person,2024-04-08,9
HCP,Centro 4,In-person,2024-04-08,9
CYB,Centro 4,Online,2024-04-08,8
FOR,Centro 1,Hybrid,2024-04-08,8
HCP,Centro 2,In-person,2024-04-08,8
LID,Centro 5,Hybrid,2024-04-08,8
PBI,Centro 2,In-person,2024-04-08,8
PBI,Centro 4,In-person,2024-04-08,8
CYB,Centro 1,Hybrid,2024-04-08,7
CYB,Centro 2,Hybrid,2024-04-08,7
CYB,Centro 3,In-person,2024-04-08,7
EXC,Centro 5,Hybrid,2024-04-08,7
HAC,Centro 5,Hybrid,2024-04-08,7
LOG,Centro 2,Hybrid,2024-04-08,7
LOG,Centro 4,Hybrid,2024-04-08,7
TUR,Centro 4,In-person,2024-04-08,7
GER,Centro 5,In-person,2024-04-08,6
GES,Centro 2,Hybrid,2024-04-08,6
HOT,Centro 1,In-person,2024-04-08,6
INF,Centro 1,In-person,2024-04-08,6
INF,Centro 5,In-person,2024-04-08,6
ING,Centro 5,Hybrid,2024-04-08,6
SEG,Centro 2,In-person,2024-04-08,6
VND,Centro 4,Hybrid,2024-04-08,6
FOR,Centro 5,In-person,2024-04-08,5
LID,Centro 2,Online,2024-04-08,5
LOG,Centro 5,In-person,2024-04-08,5
PRI,Centro 5,In-person,2024-04-08,5
PRO,Centro 4,Hybrid,2024-04-08,5
SEG,Centro 3,In-person,2024-04-08,5
CYB,Centro 2,Online,2024-04-08,4
EXC,Centro 3,Hybrid,2024-04-08,4
GER,Centro 1,In-person,2024-04-08,4
INF,Centro 4,In-person,2024-04-08,4
LOG,Centro 2,In-person,2024-04-08,4
PBI,Centro 1,Online,2024-04-08,4
HAC,Centro 1,In-person,2024-04-08,3
INF,Centro 2,Hybrid,2024-04-08,3
MNT,Centro 4,In-person,2024-04-08,3
MNT,Centro 5,In-person,2024-04-08,3
PRI,Centro 4,In-person,2024-04-08,3
PRO,Centro 4,Online,2024-04-08,3
PYT,Centro 4,In-person,2024-04-08,3
SEG,Centro 3,Hybrid,2024-04-08,3
SEG,Centro 4,In-person,2024-04-08,3
SEG,Centro 5,Online,2024-04-08,3
SOC,Centro 5,In-person,2024-04-08,3
SST,Centro 3,Hybrid,2024-04-08,3
VND,Centro 1,In-person,2024-04-08,3
VND,Centro 2,Hybrid,2024-04-08,3
VND,Centro 2,In-person,2024-04-08,3
CYB,Centro 1,Online,2024-04-08,2
FOR,Centro 2,In-person,2024-04-08,2
FOR,Centro 4,In-person,2024-04-08,2
GER,Centro 5,Hybrid,2024-04-08,2
HCP,Centro 1,In-person,2024-04-08,2
MNT,Centro 2,In-person,2024-04-08,2
PYT,Centro 2,Hybrid,2024-04-08,2
SST,Centro 1,Hybrid,2024-04-08,2
SST,Centro 3,In-person,2024-04-08,2
CYB,Centro 4,In-person,2024-04-08,1
EMP,Centro 3,In-person,2024-04-08,1
EXC,Centro 2,In-person,2024-04-08,1
FOR,Centro 2,Online,2024-04-08,1
FOR,Centro 5,Online,2024-04-08,1
GER,Centro 3,In-person,2024-04-08,1
LID,Centro 5,In-person,2024-04-08,1
LOG,Centro 3,Hybrid,2024-04-08,1
LOG,Centro 5,Hybrid,2024-04-08,1
PBI,Centro 5,Hybrid,2024-04-08,1
PRI,Centro 2,Hybrid,2024-04-08,1
PRO,Centro 3,Hybrid,2024-04-08,1
PYT,Centro 3,Hybrid,2024-04-08,1
PYT,Centro 3,In-person,2024-04-08,1
SCI,Centro 5,Hybrid,2024-04-08,1
SEG,Centro 5,In-person,2024-04-08,1
TUR,Centro 5,Hybrid,2024-04-08,1
TUR,Centro 5,In-person,2024-04-08,1
ING,Centro 3,Online,2024-04-15,46
PBI,Centro 4,Online,2024-04-15,45
FOR,Centro 4,Hybrid,2024-04-15,30
GES,Centro 5,Online,2024-04-15,30
GER,Centro 2,In-person,2024-04-15,29
LOG,Centro 3,Hybrid,2024-04-15,29
EMP,Centro 3,In-person,2024-04-15,27
HAC,Centro 2,Online,2024-04-15,27
CYB,Centro 2,Hybrid,2024-04-15,26
GER,Centro 1,Hybrid,2024-04-15,25
EXC,Centro 4,Hybrid,2024-04-15,24
FOR,Centro 5,Online,2024-04-15,24
GER,Centro 5,In-person,2024-04-15,24
SCI,Centro 4,In-person,2024-04-15,24
EMP,Centro 1,In-person,2024-04-15,23
EXC,Centro 4,In-person,2024-04-15,23
VND,Centro 2,Hybrid,2024-04-15,23
INF,Centro 2,Hybrid,2024-04-15,22
SST,Centro 1,Online,2024-04-15,22
CYB,Centro 2,Online,2024-04-15,21
SOC,Centro 2,Hybrid,2024-04-15,21
LID,Centro 2,Hybrid,2024-04-15,20
SEG,Centro 1,In-person,2024-04-15,20
LOG,Centro 4,Hybrid,2024-04-15,17
MNT,Centro 4,In-person,2024-04-15,17
PRI,Centro 1,Hybrid,2024-04-15,17
PYT,Centro 4,Hybrid,2024-04-15,17
SEG,Centro 4,Hybrid,2024-04-15,17
CYB,Centro 1,Hybrid,2024-04-15,16
FOR,Centro 3,Hybrid,2024-04-15,16
HAC,Centro 1,In-person,2024-04-15,16
HAC,Centro 3,In-person,2024-04-15,16
ING,Centro 3,In-person,2024-04-15,16
LID,Centro 3,Hybrid,2024-04-15,16
MNT,Centro 1,In-person,2024-04-15,16
PBI,Centro 2,Online,2024-04-15,16
TUR,Centro 4,In-person,2024-04-15,16
HOT,Centro 1,Hybrid,2024-04-15,15
PYT,Centro 4,In-person,2024-04-15,15
SOC,Centro 3,Hybrid,2024-04-15,15
SEG,Centro 3,In-person,2024-04-15,14
LOG,Centro 1,In-person,2024-04-15,13
PYT,Centro 2,Hybrid,2024-04-15,13
FOR,Centro 3,In-person,2024-04-15,12
INF,Centro 3,Hybrid,2024-04-15,12
SEG,Centro 3,Hybrid,2024-04-15,12
SST,Centro 1,Hybrid,2024-04-15,12
VND,Centro 1,In-person,2024-04-15,12
FOR,Centro 1,Hybrid,2024-04-15,11
HCP,Centro 5,Hybrid,2024-04-15,11
CYB,Centro 4,Hybrid,2024-04-15,10
EXC,Centro 2,Online,2024-04-15,10
ING,Centro 3,Hybrid,2024-04-15,10
PBI,Centro 3,In-person,2024-04-15,10
SOC,Centro 1,Hybrid,2024-04-15,10
TUR,Centro 5,Hybrid,2024-04-15,10
CYB,Centro 3,In-person,2024-04-15,9
HOT,Centro 2,In-person,2024-04-15,9
CYB,Centro 2,In-person,2024-04-15,8
HCP,Centro 2,In-person,2024-04-15,8
LID,Centro 5,In-person,2024-04-15,8
PYT,Centro 3,In-person,2024-04-15,8
SST,Centro 5,In-person,2024-04-15,8
VND,Centro 4,Online,2024-04-15,8
EMP,Centro 2,In-person,2024-04-15,7
EXC,Centro 2,In-person,2024-04-15,7
EXC,Centro 3,Online,2024-04-15,7
HOT,Centro 1,In-person,2024-04-15,7
PYT,Centro 2,In-person,2024-04-15,7
SST,Centro 3,In-person,2024-04-15,7
LOG,Centro 2,Hybrid,2024-04-15,6
LOG,Centro 2,In-person,2024-04-15,6
PRI,Centro 3,Hybrid,2024-04-15,6
PYT,Centro 4,Online,2024-04-15,6
SEG,Centro 4,In-person,2024-04-15,6
EXC,Centro 5,Hybrid,2024-04-15,5
GER,Centro 3,Hybrid,2024-04-15,5
HCP,Centro 4,Hybrid,2024-04-15,5
PRI,Centro 2,Hybrid,2024-04-15,5
TUR,Centro 1,In-person,2024-04-15,5
VND,Centro 3,In-person,2024-04-15,5
CYB,Centro 4,In-person,2024-04-15,4
EMP,Centro 5,In-person,2024-04-15,4
LID,Centro 5,Hybrid,2024-04-15,4
PYT,Centro 5,In-person,2024-04-15,4
SCI,Centro 4,Hybrid,2024-04-15,4
SCI,Centro 5,Hybrid,2024-04-15,4
SST,Centro 1,In-person,2024-04-15,4
SST,Centro 2,In-person,2024-04-15,4
CYB,Centro 4,Online,2024-04-15,3
EMP,Centro 4,In-person,2024-04-15,3
HAC,Centro 5,In-person,2024-04-15,3
PBI,Centro 4,In-person,2024-04-15,3
PRI,Centro 5,In-person,2024-04-15,3
CYB,Centro 5,In-person,2024-04-15,2
EXC,Centro 4,Online,2024-04-15,2
FOR,Centro 4,In-person,2024-04-15,2
GES,Centro 4,In-person,2024-04-15,2
HOT,Centro 3,In-person,2024-04-15,2
INF,Centro 1,In-person,2024-04-15,2
INF,Centro 4,In-person,2024-04-15,2
ING,Centro 2,Hybrid,2024-04-15,2
ING,Centro 4,Online,2024-04-15,2
LOG,Centro 1,Hybrid,2024-04-15,2
LOG,Centro 5,Hybrid,2024-04-15,2
MNT,Centro 2,In-person,2024-04-15,2
MNT,Centro 5,In-person,2024-04-15,2
PRO,Centro 2,Online,2024-04-15,2
VND,Centro 2,Online,2024-04-15,2
VND,Centro 2,In-person,2024-04-15,2
CYB,Centro 5,Hybrid,2024-04-15,1
GES,Centro 3,Hybrid,2024-04-15,1
HCP,Centro 3,In-person,2024-04-15,1
HCP,Centro 4,In-person,2024-04-15,1
HCP,Centro 5,In-person,2024-04-15,1
LOG,Centro 4,In-person,2024-04-15,1
PBI,Centro 1,Hybrid,2024-04-15,1
PRI,Centro 1,In-person,2024-04-15,1
PRI,Centro 2,In-person,2024-04-15,1
PYT,Centro 1,In-person,2024-04-15,1
PYT,Centro 3,Hybrid,2024-04-15,1
PYT,Centro 5,Hybrid,2024-04-15,1
SEG,Centro 1,Hybrid,2024-04-15,1
SOC,Centro 3,In-person,2024-04-15,1
SST,Centro 5,Online,2024-04-15,1
VND,Centro 4,Hybrid,2024-04-15,1
PBI,Centro 2,Online,2024-04-22,58
EXC,Centro 5,Hybrid,2024-04-22,48
EXC,Centro 2,Online,2024-04-22,44
PYT,Centro 2,Online,2024-04-22,43
PBI,Centro 1,Online,2024-04-22,42
PRI,Centro 3,In-person,2024-04-22,38
SST,Centro 1,In-person,2024-04-22,34
FOR,Centro 3,Hybrid,2024-04-22,32
MNT,Centro 3,In-person,2024-04-22,31
SEG,Centro 3,Hybrid,2024-04-22,30
GER,Centro 1,Hybrid,2024-04-22,29
PRI,Centro 1,In-person,2024-04-22,28
VND,Centro 3,Hybrid,2024-04-22,27
CYB,Centro 1,Hybrid,2024-04-22,24
SEG,Centro 1,Online,2024-04-22,24
PRI,Centro 2,Hybrid,2024-04-22,23
CYB,Centro 4,Hybrid,2024-04-22,21
CYB,Centro 5,Online,2024-04-22,20
EXC,Centro 4,Online,2024-04-22,20
FOR,Centro 4,In-person,2024-04-22,20
ING,Centro 5,Hybrid,2024-04-22,20
SEG,Centro 4,In-person,2024-04-22,19
SST,Centro 3,Hybrid,2024-04-22,18
MNT,Centro 2,In-person,2024-04-22,17
SOC,Centro 1,Hybrid,2024-04-22,17
GES,Centro 1,Hybrid,2024-04-22,16
ING,Centro 2,Online,2024-04-22,16
SOC,Centro 3,Hybrid,2024-04-22,16
HAC,Centro 5,Online,2024-04-22,15
LID,Centro 2,Hybrid,2024-04-22,15
LID,Centro 2,In-person,2024-04-22,15
PBI,Centro 4,In-person,2024-04-22,15
PRO,Centro 2,Hybrid,2024-04-22,15
FOR,Centro 2,Hybrid,2024-04-22,14
HAC,Centro 1,Hybrid,2024-04-22,14
LOG,Centro 1,In-person,2024-04-22,14
SOC,Centro 2,In-person,2024-04-22,14
VND,Centro 3,In-person,2024-04-22,14
CYB,Centro 2,Hybrid,2024-04-22,13
ING,Centro 3,Online,2024-04-22,13
PRI,Centro 3,Hybrid,2024-04-22,13
SEG,Centro 2,Hybrid,2024-04-22,13
LOG,Centro 3,Hybrid,2024-04-22,12
PBI,Centro 4,Online,2024-04-22,12
SCI,Centro 4,In-person,2024-04-22,12
EXC,Centro 3,Hybrid,2024-04-22,11
PBI,Centro 5,Online,2024-04-22,11
SEG,Centro 1,In-person,2024-04-22,11
TUR,Centro 1,Hybrid,2024-04-22,11
VND,Centro 1,In-person,2024-04-22,11
VND,Centro 2,In-person,2024-04-22,11
CYB,Centro 2,In-person,2024-04-22,10
EMP,Centro 1,In-person,2024-04-22,10
INF,Centro 4,In-person,2024-04-22,10
ING,Centro 4,Online,2024-04-22,10
VND,Centro 5,In-person,2024-04-22,10
CYB,Centro 3,In-person,2024-04-22,9
FOR,Centro 1,Online,2024-04-22,9
GES,Centro 3,Hybrid,2024-04-22,9
HCP,Centro 3,Hybrid,2024-04-22,9
INF,Centro 5,In-person,2024-04-22,9
MNT,Centro 5,In-person,2024-04-22,9
VND,Centro 5,Online,2024-04-22,9
GER,Centro 3,In-person,2024-04-22,8
HAC,Centro 3,In-person,2024-04-22,8
INF,Centro 2,In-person,2024-04-22,8
